Gene stable ID	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name	Gene type	UniProtKB-Gene Ontology Annotation ID	UniProtKB/Swiss-Prot ID
PF3D7_0215500	conserved Plasmodium protein, unknown function	2	640400	642694	1		protein_coding		
PF3D7_0211400	beta-ketoacyl-ACP synthase III	2	459072	461518	-1		protein_coding	Q7KWI9	
PF3D7_0206600	DNA-directed RNA polymerase III subunit RPC10,putative	2	270078	270619	-1		protein_coding	O96159	
PF3D7_0204600	conserved Plasmodium protein, unknown function	2	200482	204048	-1		protein_coding	O96143	
PF3D7_0203000	repetitive organellar protein, putative	2	141625	147564	-1		protein_coding		O96133
PF3D7_0208700.1	conserved Plasmodium protein, unknown function	2	356645	358014	-1		protein_coding	C6S3B3	
PF3D7_0219300	conserved Plasmodium protein, unknown function	2	773335	773754	-1		protein_coding		
PF3D7_0213300	conserved Plasmodium protein, unknown function	2	541086	541548	-1		protein_coding		
PF3D7_0202500	early transcribed membrane protein 2	2	127994	128314	1		protein_coding	O96128	
PF3D7_0222600	rifin	2	892856	894206	1		protein_coding	O96289	
PF3D7_0202000	knob-associated histidine-rich protein	2	103385	105796	-1		protein_coding	Q9TY99	P13817
PF3D7_0206100	cysteine desulfuration protein SufE	2	245358	246699	1		protein_coding	O96155	
PF3D7_0213200	conserved Plasmodium protein, unknown function	2	540409	540969	-1		protein_coding	O96213	
PF3D7_0212500	conserved Plasmodium protein, unknown function	2	509525	521746	1		protein_coding		
PF3D7_0214500	conserved Plasmodium protein, unknown function	2	590501	591421	1		protein_coding		
PF3D7_0222500	rifin	2	889660	890745	1		protein_coding	O96288	
PF3D7_0205500	DNA-directed RNA polymerase II 16 kDa subunit,putative	2	225562	226245	-1		protein_coding	O96150	
PF3D7_0201200	rifin	2	63157	64376	1		protein_coding	O96117	
PF3D7_0214900	rhoptry neck protein 6	2	610625	615372	1		protein_coding	O96229	
PF3D7_0203100	protein kinase, putative	2	149524	156981	-1		protein_coding	O96134	
PF3D7_0216000	DEAD/DEAH box helicase, putative	2	658636	664629	1		protein_coding	O96239	
PF3D7_0200400	stevor	2	38287	39303	-1		protein_coding	O96111	
PF3D7_0216700.1	autophagy-related protein 11, putative	2	690311	695783	1		protein_coding		Q8I659
PF3D7_0219400.2	ribosome associated membrane protein RAMP4,putative	2	775639	776036	1		protein_coding	A0A143ZWW5	
PF3D7_0217800	40S ribosomal protein S26	2	734272	734595	1		protein_coding	O96258	
PF3D7_0213400	protein kinase 7	2	541811	543807	1		protein_coding	Q7YTF7	
PF3D7_0214400	conserved Plasmodium protein, unknown function	2	586765	589051	-1		protein_coding	O96224	
PF3D7_0212600	secreted protein with altered thrombospondin repeat domain	2	522931	523999	1		protein_coding	O96207	
PF3D7_0202600.2	conserved Plasmodium protein, unknown function	2	129342	133563	-1		protein_coding		
PF3D7_0216700.2	autophagy-related protein 11, putative	2	690311	695783	1		protein_coding		
PF3D7_0203200	conserved Plasmodium protein, unknown function	2	158137	159660	-1		protein_coding		
PF3D7_0216900	conserved Plasmodium protein, unknown function	2	701245	702894	1		protein_coding		
PF3D7_0218200	conserved Plasmodium protein, unknown function	2	743289	745712	-1		protein_coding	C6S3B8	
PF3D7_0205000	conserved Plasmodium protein, unknown function	2	212982	214508	-1		protein_coding		
PF3D7_0213900	conserved Plasmodium protein, unknown function	2	561122	564622	-1		protein_coding		
PF3D7_0217300	AP-2 complex subunit sigma, putative	2	715798	716549	-1		protein_coding	O96254	
PF3D7_0201900	erythrocyte membrane protein 3	2	91318	98838	-1		protein_coding	O96124	
PF3D7_0210800	conserved Plasmodium protein, unknown function	2	437755	439002	-1		protein_coding	O96190	
PF3D7_0209300	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	2	387273	388151	1		protein_coding	A0A143ZWM3	P62368
PF3D7_0221200	Plasmodium exported protein (hyp15), unknown function	2	854966	855738	1		protein_coding		
PF3D7_0200100	erythrocyte membrane protein 1, PfEMP1	2	25232	31168	1		protein_coding	O96108	
PF3D7_0202700	octaprenyl pyrophosphate synthase	2	135523	137139	1		protein_coding	O96130	
PF3D7_0223400	rifin	2	913244	914457	1		protein_coding	O96295	
PF3D7_0205300	conserved Plasmodium protein, unknown function	2	219690	222256	1		protein_coding		
PF3D7_0213700	conserved protein, unknown function	2	557048	557696	1		protein_coding		
PF3D7_0215100	RING zinc finger protein, putative	2	622524	624306	-1		protein_coding		
PF3D7_0206000	DNA repair protein RAD2, putative	2	239246	243796	-1		protein_coding	O96154	
PF3D7_0212800	multidrug efflux pump, putative	2	528249	531923	1		protein_coding	O96209	
PF3D7_0209700	RING zinc finger protein, putative	2	400153	401859	-1		protein_coding		
PF3D7_0215400	conserved Plasmodium protein, unknown function	2	634589	637507	-1		protein_coding		
PF3D7_0213800	conserved Plasmodium protein, unknown function	2	558585	560594	1		protein_coding		
PF3D7_0206900.2	merozoite surface protein 5	2	275540	276577	-1		protein_coding		
PF3D7_0200500	rifin	2	41515	42858	-1		protein_coding	O96112	
PF3D7_0222100	Pfmc-2TM Maurer's cleft two transmembrane protein	2	878468	879251	-1		protein_coding	O96287	
PF3D7_0201400	Plasmodium exported protein (hyp10), unknown function	2	69088	69771	1		protein_coding		
PF3D7_0209400	conserved protein, unknown function	2	388424	390611	-1		protein_coding	C6S3B4	
PF3D7_0200300	erythrocyte membrane protein 1 (PfEMP1), exon 2	2	35927	37249	-1		protein_coding		
PF3D7_0204300	conserved Plasmodium protein, unknown function	2	194826	196916	-1		protein_coding		
PF3D7_0215600	conserved Plasmodium protein, unknown function	2	643106	644317	-1		protein_coding		
PF3D7_0204000	conserved Plasmodium protein, unknown function	2	178955	181526	1		protein_coding	O96140	
PF3D7_0218600	conserved Plasmodium protein, unknown function	2	755418	762560	1		protein_coding	O96266	
PF3D7_0213500	conserved Plasmodium protein, unknown function	2	543802	545895	-1		protein_coding	O96215	
PF3D7_0208000	serine repeat antigen 1	2	322338	325723	-1		protein_coding	O96167	
PF3D7_0204500	aspartate transaminase	2	198353	199570	-1		protein_coding	O96142	
PF3D7_0209600	transporter, putative	2	394237	398745	-1		protein_coding	O96181	
PF3D7_0207800	serine repeat antigen 3	2	313449	316741	-1		protein_coding	O96165	
PF3D7_0310500	ATP-dependent RNA helicase DHX57, putative	3	452297	459106	-1		protein_coding	O77360	
PF3D7_0315800	zinc finger protein, putative	3	641482	642579	-1		protein_coding	O97273	
PF3D7_0319500	RNA-binding protein, putative	3	815569	816855	1		protein_coding	O97318	
PF3D7_0323600	conserved Plasmodium protein, unknown function	3	988631	990882	1		protein_coding		
PF3D7_0302500	cytoadherence linked asexual protein 3.1	3	135418	140660	1		protein_coding	O77310	
PF3D7_0312500	transporter, putative	3	529037	530776	1		protein_coding	O77343	
PF3D7_0324600	stevor	3	1021998	1023008	1		protein_coding	Q9U5M0	
PF3D7_0300500	rifin	3	55390	56584	-1		protein_coding	O97326	
PF3D7_0324500	rifin	3	1018874	1019973	1		protein_coding	O97310	
PF3D7_0300100	erythrocyte membrane protein 1, PfEMP1	3	36965	44482	1		protein_coding	O97324	
PF3D7_0303900	phosphatidylethanolamine-binding protein,putative	3	196570	197438	-1		protein_coding		
PF3D7_0308200	T-complex protein 1 subunit eta	3	362342	364233	-1		protein_coding	O77323	O77323
PF3D7_0310900	conserved Plasmodium protein, unknown function	3	466085	468445	1		protein_coding		
PF3D7_0302100	serine/threonine protein kinase	3	114070	118086	1		protein_coding	O77306	
PF3D7_0308300	conserved Plasmodium protein, unknown function	3	365659	366672	-1		protein_coding		
PF3D7_0321000	conserved Plasmodium protein, unknown function	3	877735	879511	1		protein_coding	O97286	
PF3D7_0316900	E3 ubiquitin-protein ligase, putative	3	679234	681277	-1		protein_coding	O77387	
PF3D7_0307100	40S ribosomal protein S12, putative	3	312693	313342	-1		protein_coding	O97249	O97249
PF3D7_0315400	conserved Plasmodium protein, unknown function	3	630611	631381	-1		protein_coding	O97269	
PF3D7_0324100	Pfmc-2TM Maurer's cleft two transmembrane protein	3	1007413	1008202	-1		protein_coding	O97307	
PF3D7_0308800	conserved protein, unknown function	3	378045	378517	1		protein_coding		
PF3D7_0308500	activator of Hsp90 ATPase, putative	3	369925	370789	1		protein_coding	O97256	
PF3D7_0310400	parasite-infected erythrocyte surface protein	3	447500	451384	1		protein_coding	O77361	
PF3D7_0305100	conserved Plasmodium protein, unknown function	3	236334	248270	-1		protein_coding	O97236	
PF3D7_0313000	conserved Plasmodium protein, unknown function	3	537621	538804	-1		protein_coding		
PF3D7_0322500	iron-sulfur assembly protein, putative	3	945537	946751	-1		protein_coding	O97297	
PF3D7_0308900	splicing factor 3B subunit 1, putative	3	379130	383290	-1		protein_coding	O77327	
PF3D7_0321300	conserved Plasmodium protein, unknown function	3	890014	892764	-1		protein_coding	O97288	
PF3D7_0304200	EH domain-containing protein	3	207342	208943	-1		protein_coding	Q9NLB8	
PF3D7_0314400	serine/threonine protein phosphatase 6,putative	3	579539	580465	-1		protein_coding	O97259	
PF3D7_0300600	Plasmodium exported protein, unknown function,fragment	3	58307	58519	-1		protein_coding		
PF3D7_0303500	spindle pole body protein, putative	3	182731	189411	1		protein_coding	O97225	
PF3D7_0305600	AP endonuclease (DNA-[apurinic or apyrimidinic site] lyase), putative	3	275864	277717	-1		protein_coding	O97240	
PF3D7_0305800	P-loop containing nucleoside triphosphate hydrolase, putative	3	281916	285260	1		protein_coding	O97242	
PF3D7_0302600	ABC transporter B family member 4, putative	3	141556	145653	1		protein_coding	O77308	
PF3D7_0310000	50S ribosomal protein L9, apicoplast, putative	3	420697	421515	1		protein_coding	Q9NLA7	
PF3D7_0303600	plasmoredoxin	3	190180	190719	1		protein_coding	Q8I224	
PF3D7_0322200	conserved Plasmodium protein, unknown function	3	933188	937006	-1		protein_coding		
PF3D7_0310100	calcium-dependent protein kinase 3	3	422379	424680	1		protein_coding	Q9NJU9	Q9NJU9
PF3D7_0314800	conserved Plasmodium protein, unknown function	3	604595	607931	1		protein_coding		
PF3D7_0303700	lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex	3	191245	192591	-1		protein_coding	O97227	
PF3D7_0306900	40S ribosomal protein S23, putative	3	310652	311805	1		protein_coding	O97248	
PF3D7_0306700	membrane magnesium transporter, putative	3	304317	304999	1		protein_coding	Q9NLB0	
PF3D7_0318800	triosephosphate isomerase, putative	3	789858	791308	1		protein_coding	O77370	
PF3D7_0302000	pre-mRNA-splicing factor PRP46, putative	3	107961	109880	-1		protein_coding	O97334	
PF3D7_0322400	regulator of initiation factor 2 (eIF2)	3	942545	945301	1		protein_coding	C0H485	
PF3D7_0319100	E3 ubiquitin-protein ligase RBX1, putative	3	802260	802583	-1		protein_coding	O77367	
PF3D7_0321500	peptidase, putative	3	896546	899770	-1		protein_coding	O97289	
PF3D7_0308000	DNA polymerase delta small subunit, putative	3	353549	355045	1		protein_coding	O77321	
PF3D7_0307400	ATP-dependent Clp protease proteolytic subunit	3	321050	322162	-1		protein_coding	O97252	
PF3D7_0304400.1	60S ribosomal protein L44	3	217941	218489	1		protein_coding	O97231	O97231
PF3D7_0312400	glycogen synthase kinase 3	3	524154	526439	-1		protein_coding	O77344	
PF3D7_0323400	Rh5 interacting protein	3	980706	983966	-1		protein_coding	O97302	
PF3D7_0313200	conserved Plasmodium protein, unknown function	3	543241	543942	-1		protein_coding	O77340	
PF3D7_0303300	DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative	3	175022	175799	-1		protein_coding	O77315	
PF3D7_0306200	activator of Hsp90 ATPase	3	292943	294548	1		protein_coding	O97244	
PF3D7_0301200	serine/threonine protein kinase, FIKK family	3	78195	80393	-1		protein_coding	C0H466	
PF3D7_0309000	dual specificity protein phosphatase	3	384375	386879	1		protein_coding	O77334	
PF3D7_0302800	conserved Plasmodium protein, unknown function	3	148046	149305	-1		protein_coding	O77316	
PF3D7_0321100	conserved Plasmodium protein, unknown function	3	879959	885493	-1		protein_coding		
PF3D7_0322100	RNA triphosphatase	3	930640	932415	-1		protein_coding	C0H484	
PF3D7_0315000	zinc finger protein, putative	3	611334	612014	1		protein_coding	O97265	
PF3D7_0303800	IBR domain protein, putative	3	194430	196211	1		protein_coding	O97226	
PF3D7_0318900	conserved protein, unknown function	3	791840	793481	-1		protein_coding	O77369	
PF3D7_0304600	circumsporozoite (CS) protein	3	221323	222516	-1		protein_coding	Q7K740	P02893
PF3D7_0301700	Plasmodium exported protein, unknown function	3	96568	97907	-1		protein_coding	O97336	
PF3D7_0322900	40S ribosomal protein S3A, putative	3	965553	966502	-1		protein_coding	O97313	O97313
PF3D7_0316600	formate-nitrite transporter	3	669302	670873	-1		protein_coding	O77389	
PF3D7_0317000	proteasome subunit alpha type-3, putative	3	682795	683685	-1		protein_coding	O77396	
PF3D7_0300400	stevor	3	52280	53273	-1		protein_coding	Q9U5L9	
PF3D7_0313300	apicoplast conserved ycf19 protein precursor,unknown function	3	544055	545194	-1		protein_coding	C0H470	
PF3D7_0300900	stevor-like	3	67928	68682	1		protein_coding		
PF3D7_0307300	EB1 homolog, putative	3	318804	320336	1		protein_coding	O97251	
PF3D7_0319700	ABC transporter I family member 1, putative	3	820708	830802	1		protein_coding	O97278	
PF3D7_0307900	conserved Plasmodium protein, unknown function	3	340028	351652	-1		protein_coding		
PF3D7_0307600	conserved Plasmodium protein, unknown function	3	325922	328383	1		protein_coding		
PF3D7_0317700	CPSF (cleavage and polyadenylation specific factor), subunit A, putative	3	728259	738076	1		protein_coding	O77380	
PF3D7_0309600	60S acidic ribosomal protein P2	3	407980	408318	1		protein_coding	O00806	O00806
PF3D7_0305000	elongation factor Ts	3	234058	235334	-1		protein_coding	O97235	O97235
PF3D7_0304800	conserved Plasmodium membrane protein, unknown function	3	227057	231397	1		protein_coding	O97234	
PF3D7_0324000	exported protein family 1	3	1005952	1006800	1		protein_coding	O97462	
PF3D7_0320200	CPW-WPC family protein	3	842539	844290	1		protein_coding		
PF3D7_0318600	cleavage and polyadenylation specificity factor,putative	3	783112	786165	-1		protein_coding	O77371	
PF3D7_0317100	6-cysteine protein	3	686282	689482	1		protein_coding	C0H478	
PF3D7_0308700	conserved Plasmodium protein, unknown function	3	375806	377437	1		protein_coding		
PF3D7_0304100	inner membrane complex protein 1e, putative	3	204542	206119	1		protein_coding	O97229	
PF3D7_0313700.1	conserved Plasmodium protein, unknown function	3	555035	558684	-1		protein_coding		
PF3D7_0305200	conserved Plasmodium protein, unknown function	3	251242	254661	1		protein_coding	O97237	O97237
PF3D7_0308100	conserved Plasmodium protein, unknown function	3	356319	361454	1		protein_coding	O77322	
PF3D7_0322800	conserved Plasmodium protein, unknown function	3	964101	965203	1		protein_coding		
PF3D7_0318100	stomatin-like protein	3	743929	745053	1		protein_coding	O77376	
PF3D7_0311200	valine--tRNA ligase, putative	3	474788	479086	1		protein_coding	O77354	
PF3D7_0314700	zinc finger protein, putative	3	589002	592547	-1		protein_coding		
PF3D7_0321600	ATP-dependent RNA helicase DDX42, putative	3	900857	903369	1		protein_coding	O97290	
PF3D7_0311800	conserved protein, unknown function	3	506655	508846	1		protein_coding		
PF3D7_0323800	conserved Plasmodium protein, unknown function	3	998649	1001582	1		protein_coding		
PF3D7_0317300	conserved Plasmodium protein, unknown function	3	699544	709728	-1		protein_coding	O77384	O77384
PF3D7_0317500	kinesin-5	3	716523	721831	-1		protein_coding	O77382	
PF3D7_0313400	conserved Plasmodium protein, unknown function	3	545828	548182	-1		protein_coding		
PF3D7_0304900	conserved Plasmodium protein, unknown function	3	231793	232305	-1		protein_coding		
PF3D7_0309100	conserved Plasmodium protein, unknown function	3	387219	388473	-1		protein_coding		
PF3D7_0306800	T-complex protein 1 subunit beta	3	306108	307984	-1		protein_coding	O97247	
PF3D7_0307500	conserved protein, unknown function	3	322933	324836	-1		protein_coding	O97253	
PF3D7_0316700	HVA22/TB2/DP1 family protein, putative	3	674458	675636	1		protein_coding	O77388	
PF3D7_0305400	conserved Plasmodium protein, unknown function	3	260332	261085	1		protein_coding		
PF3D7_0319000	P-type ATPase, putative	3	795577	801171	1		protein_coding	O77368	
PF3D7_0314200	conserved Plasmodium protein, unknown function	3	572666	576823	-1		protein_coding	A0A143ZV68	
PF3D7_0319200	endonuclease/exonuclease/phosphatase family protein, putative	3	803592	806312	-1		protein_coding	O77366	
PF3D7_0324300	exported protein family 4	3	1012355	1013464	1		protein_coding	O97308	
PF3D7_0310700	trafficking protein particle complex subunit 4,putative	3	463326	464274	1		protein_coding	O77358	
PF3D7_0315600	zinc finger protein, putative	3	635586	637462	1		protein_coding	O97271	
PF3D7_0311700	plasmepsin VI	3	502698	505848	1		protein_coding	O77350	
PF3D7_0305300	conserved Plasmodium membrane protein, unknown function	3	255276	258416	-1		protein_coding	O97238	
PF3D7_0323100	conserved Plasmodium protein, unknown function	3	971166	975794	1		protein_coding	O97299	
PF3D7_0302900	exportin-1, putative	3	152168	156146	-1		protein_coding	O77312	
PF3D7_0314900	conserved Plasmodium membrane protein, unknown function	3	608883	610718	1		protein_coding	O97264	
PF3D7_0316100	mitochondrial ribosomal protein L27 precursor,putative	3	648635	649531	1		protein_coding	Q9NDU6	
PF3D7_0301100	Plasmodium exported protein (hyp13), unknown function	3	76494	77474	1		protein_coding	O97335	
PF3D7_0301600	Plasmodium exported protein (hyp1), unknown function	3	91115	93463	-1		protein_coding	C0H468	
PF3D7_0318000	conserved Plasmodium protein, unknown function	3	742191	742799	1		protein_coding	O77378	
PF3D7_0316200	conserved Plasmodium protein, unknown function	3	649849	657247	-1		protein_coding	O77393	
PF3D7_0318400	conserved Plasmodium protein, unknown function	3	761693	765439	-1		protein_coding		
PF3D7_0309800	YTH domain-containing protein, putative	3	412089	413762	1		protein_coding	O77335	
